timestamp,open,high,low,close,volume
2026-01-09T05:00:00Z,119.3977,119.9651,117.1795,118.3114,1165.55
2026-01-09T06:00:00Z,118.3114,118.8201,116.7713,117.3504,1176.01
2026-01-09T07:00:00Z,117.3504,117.7185,116.4085,117.5035,1146.39
2026-01-09T08:00:00Z,117.5035,118.6267,117.1184,117.9107,1060.03
2026-01-09T09:00:00Z,117.9107,118.3374,114.9461,115.8523,1018.59
2026-01-09T10:00:00Z,115.8523,116.2761,115.7773,115.9892,1026.01
2026-01-09T11:00:00Z,115.9892,117.8421,115.6114,117.1944,1281.05
2026-01-09T12:00:00Z,117.1944,119.3767,117.0959,119.0613,1077.96
2026-01-09T13:00:00Z,119.0613,119.6548,115.6288,116.4553,1182.63
2026-01-09T14:00:00Z,116.4553,117.1777,115.3061,116.0887,1273.81
2026-01-09T15:00:00Z,116.0887,117.6810,115.3174,116.6927,1131.68
2026-01-09T16:00:00Z,116.6927,117.3542,116.2531,116.6883,1298.90
2026-01-09T17:00:00Z,116.6883,116.9207,115.1916,115.4773,1186.92
2026-01-09T18:00:00Z,115.4773,116.9191,115.1005,116.2468,1233.85
2026-01-09T19:00:00Z,116.2468,118.7422,115.6571,117.5753,1199.82
2026-01-09T20:00:00Z,117.5753,118.8474,117.4550,117.6812,1265.59
2026-01-09T21:00:00Z,117.6812,118.6451,114.8377,115.8111,1378.13
2026-01-09T22:00:00Z,115.8111,116.3857,115.5916,116.2471,1393.08
2026-01-09T23:00:00Z,116.2471,116.9250,115.0010,116.0808,1240.86
2026-01-10T00:00:00Z,116.0808,116.7838,115.1779,116.4810,1379.88
2026-01-10T01:00:00Z,116.4810,116.6042,114.6056,115.2929,1291.86
2026-01-10T02:00:00Z,115.2929,115.4559,114.9564,115.1913,1191.88
2026-01-10T03:00:00Z,115.1913,116.5884,114.4407,115.8937,1168.30
2026-01-10T04:00:00Z,115.8937,117.3704,115.6791,116.5796,1182.93
2026-01-10T05:00:00Z,116.5796,116.8167,115.5131,116.4391,1227.71
2026-01-10T06:00:00Z,116.4391,117.1761,115.7985,116.7147,1234.89
2026-01-10T07:00:00Z,116.7147,116.8747,116.5236,116.7682,1232.17
2026-01-10T08:00:00Z,116.7682,117.1274,114.8428,115.9480,1118.73
2026-01-10T09:00:00Z,115.9480,117.0068,115.5338,116.3476,1126.43
2026-01-10T10:00:00Z,116.3476,119.0835,116.1182,118.6519,1185.66
2026-01-10T11:00:00Z,118.6519,118.8936,115.9516,115.9584,1210.33
2026-01-10T12:00:00Z,115.9584,116.4295,113.2911,114.3002,1081.66
2026-01-10T13:00:00Z,114.3002,115.4607,114.2832,115.2733,1086.36
2026-01-10T14:00:00Z,115.2733,115.3760,113.2533,113.9624,1024.02
2026-01-10T15:00:00Z,113.9624,114.5373,112.2253,112.3892,986.04
2026-01-10T16:00:00Z,112.3892,112.5115,109.7612,110.3022,1101.66
2026-01-10T17:00:00Z,110.3022,111.3687,110.0108,110.2283,918.90
2026-01-10T18:00:00Z,110.2283,113.5615,110.1695,113.0159,1107.33
2026-01-10T19:00:00Z,113.0159,113.4543,111.3215,112.3373,1021.36
2026-01-10T20:00:00Z,112.3373,113.8109,112.0878,112.9235,959.97
2026-01-10T21:00:00Z,112.9235,113.8792,111.7954,112.7302,899.36
2026-01-10T22:00:00Z,112.7302,113.8849,112.2977,113.2982,881.44
2026-01-10T23:00:00Z,113.2982,114.9768,112.4769,114.6934,1074.39
